Name,WOD 1,WOD 2,WOD 3
REINALDO AGUILAR,587.0,25.0,245.0
HUNTER THOLKES,431.0,20.0,235.0
GARY OSTROSKI,485.0,24.0,227.0
CHASE ROBERTS,599.0,30.0,225.0
AARON JOAQUIN BAUTISTA,449.0,19.0,245.0
CAMERON WALKER,415.0,23.0,216.0
RYAN JAUCH,387.0,19.0,227.5
ROBERT ROSADO,551.0,23.0,245.0
EMRAH IMRAN GUNES,547.0,21.0,255.0
ANDREW SCHROEDER,550.0,25.0,236.0
JUSTIN RUFFNER,683.0,24.0,265.0
RENE REYES,465.0,23.0,225.0
GARRETT GOULD,469.0,20.0,240.0
ASCHKENAZ PINEAU,524.0,22.0,245.0
CONNOR  BLANTON,757.0,25.0,275.0
EDUARDO HERANE,446.0,22.0,225.0
ELMER HERNANDEZ RIOS,512.0,23.0,235.0
GLAUCO CESAR COSTA,462.0,19.0,245.0
JOSE PILAR,514.0,23.0,235.0
CARLOS  COLÓN ,612.0,25.0,245.0
JASON RAMIREZ,539.0,23.0,240.0
EDWARD JOSON,444.0,21.0,227.0
VINCENT CAMPS,661.0,26.0,247.0
DANIEL CALANCA,517.0,23.0,235.0
MICHAEL GRIM,654.0,20.0,277.0
DUSTIN KANATZAR,418.0,24.0,205.0
PAUL-ANTOINE NORMAND,479.0,23.0,225.0
RYAN MUNROE,589.0,28.0,228.0
JOEY KROMOSETRO,626.0,23.0,255.0
PEDRO MATARRANZ,462.0,24.0,222.66
DYLAN  MCGUCKIN,518.0,23.0,235.0
KEN BOWDEN,540.0,24.0,235.0
SIDDHARTHA  SINGH,472.0,19.0,242.0
ALEX CASTANO,480.0,21.0,235.0
TYLER NOTARIANNI,681.0,22.0,270.0
PETER ROSA,796.0,22.0,307.0
DEVINSON GERMAN RODRÍGUEZ MARIÑO,459.0,22.0,225.0
GARRETT GUARNIERI,798.0,23.0,287.0
ROBERT HOLMES,504.0,22.0,235.0
CHASE WEBSTER,548.0,23.0,240.0
JOSEPH WILSON,550.0,23.0,240.0
RYAN MCLEOD,705.0,22.0,275.0
DANIEL ASHFELD,720.0,26.0,255.0
JOSH WHITE,465.0,22.0,225.0
BRAD GRAHAM,628.0,27.0,235.0
STEVEN LIMOX,489.0,20.0,237.0
JULIO TAGLE,590.0,18.0,275.0
TALON MCCONNELL,710.0,25.0,255.0
MALCOLM GRANT,493.0,19.0,245.0
CHRISTOPHER LASSITER,612.0,24.0,245.0
DIEGO MUÑOZ,510.0,22.0,235.0
SEAN MORAN,657.0,25.0,247.0
JEREMY HAWKINS,576.0,25.0,235.0
ALEXANDER ARBOGAST,678.0,24.0,255.0
CRAIG ANDERSON,543.0,28.0,215.0
ALEX NORMAN,662.0,22.0,265.0
ALAIN OUELLETTE,594.0,23.0,245.0
MARK LINSKY,496.0,23.0,225.0
JEREMY SMITH,643.0,25.0,245.0
NOAH LABELLE,595.0,23.0,245.0
JOEY AMUNDSON,505.0,17.0,251.0
IAN BACKSTROM,681.0,26.0,245.0
LINO  DE LA HERA,564.0,23.0,240.0
ALEJANDRO DIAZ,537.0,23.0,235.0
JOE KOSTER,503.0,23.0,225.0
DANNY SOUL,640.0,21.0,265.0
MICHAEL MCCOY,558.0,26.0,225.0
ANTHONY LEWIS,609.0,22.0,253.0
SHANE RAMIREZ ,479.0,22.0,225.0
MARK TAWJOERAM,566.0,20.0,255.0
CHRISTOPHER ROHRER,536.0,24.0,232.0
TIMOTHY MADSEN,672.0,21.0,267.5
JOSEPH REUTTER,655.0,22.0,260.0
JESSE NOBLE,604.0,25.0,237.0
ABE EZELARAB,558.0,25.0,232.0
CARLOS CINTRON,467.0,23.0,220.0
ANTHONY GUZZO,689.0,26.0,245.0
HART WISE,481.0,22.0,225.0
EMERSON ROSS,569.0,24.0,235.0
REMY FORTIN,544.0,22.0,240.0
MICHAEL COMPTON,696.0,26.0,245.0
DAVID  GARCIA ,533.0,18.0,255.0
DOUG CLARK,573.0,24.0,235.0
NATHAN PIETZ,604.0,21.0,255.0
SPENCER VIOLETTE,479.0,22.0,225.0
JAY COLEMAN,385.0,25.0,155.0
DUVAL CRUZ,578.0,23.0,240.0
THOMAS HINE,486.0,20.0,235.0
DANNY MACLAREN,508.0,21.0,235.0
JOURGAN  RODRIGUEZ,712.0,21.0,275.0
DAVID RINCONES,564.0,20.0,250.0
JASON GORDAN,632.0,26.0,235.0
CAIO VALENTE,491.0,22.0,225.0
MIGUEL SANT'ANNA MACHADO,531.0,20.0,245.0
RJ BARNES,463.0,21.0,225.0
EZEQUIEL  BAUTISTA,557.0,23.0,235.0
LANCE BUTLER,709.0,21.0,270.0
BRIAN  MARTINEZ,803.0,29.0,245.0
BRIAN EBERLY,474.0,20.0,230.0
KENNY VINCENT,531.0,24.0,225.0
HUGO ANTONIO TREJO GUERRERO ,611.0,25.0,235.0
EMIL AMLIEN,778.0,30.0,242.51
ARMANDO SANTOS,720.0,23.0,260.0
CHRIS  MELEMENIS,655.0,24.0,245.0
MICHAEL COURTLAND,594.0,22.0,245.0
KEVIN LEYNES,536.0,21.0,237.0
KEVIN COLLINS ,717.0,22.0,265.0
FELIPE ERAZO ANGEL,499.0,22.0,225.0
JERRY SOSA,642.0,20.0,262.0
GARY CORKRAN,523.0,23.0,225.0
BRYANT SNAGGS,463.0,22.0,215.0
NELSON SLADE,524.0,23.0,225.0
TYLER STONE,550.0,20.0,245.0
EDUARDO  CAMARENA DORADO,508.0,22.0,225.0
TREVOR HOFFMANN,419.0,20.0,215.0
JACOB  CANTU ,438.0,22.0,205.0
BLAKE STEMM,503.0,17.0,245.0
PHABLO NASCIMENTO,579.0,21.0,245.0
CARLOS MORA,550.0,22.0,235.0
COREY CARACCIOLO,483.0,21.0,225.0
CHRIS GRABOWSKI,498.0,23.0,220.0
HUNTER CHRISTIAN,584.0,25.0,226.0
SANTIAGO  LOPEZ,557.0,20.0,245.0
RYAN PEREZ,451.0,17.0,230.0
JOSEPH PERROTTO,556.0,24.0,225.0
SYLVAIN MARCOUX,480.0,15.0,245.0
RICARDO TOST,611.0,26.0,225.0
ERIC WILSON,618.0,22.0,245.0
MARK MITCHELL,670.0,20.0,265.0
CARLOS GUILIANI,767.0,23.0,265.0
NICK KRECKER,654.0,21.0,255.0
MATTHEW  GRISSOM ,796.0,27.0,246.0
JORGE DANIEL RENDON SALINAS ,391.0,18.0,215.0
BRIAN  HERRING,541.0,23.0,225.0
JACOB ESPANA,456.0,21.0,215.0
DANILO RAMOS,564.0,21.0,237.0
VALENTIN GARCIA,516.0,17.0,245.0
ANDREA CALIARI,498.0,20.0,226.0
TYLER GRAMMEL,654.0,27.0,225.0
AARON SHOPOFF,720.0,25.0,245.0
KEIRAN  LOCKWOOD ,516.0,18.0,236.99
JOSH SKIPPER,552.0,23.0,225.0
KEVIN MCCARTHY ,480.0,17.0,235.0
TIM LANCASTER,149.0,17.0,205.0
MORGAN MACDONALD,498.0,18.0,235.0
EVAN PEAK,481.0,21.0,222.0
ARON PARKER,574.0,21.0,235.0
CODY CRAIN,557.0,23.0,225.0
RILEY CAVANAUGH,588.0,21.0,240.0
CARLOS LUZON,489.0,20.0,225.0
DANIEL HAGER,690.0,23.0,245.0
LOUIE ALVAREZ,720.0,22.0,255.0
BRANDON WATTS,556.0,20.0,237.0
JOE JACOBS,697.0,23.0,245.0
STEVEN GARNICA ,508.0,18.0,235.0
GABY BONILLA,517.0,23.0,215.0
TJ HUGHES,453.0,21.0,212.0
ROCCO SALIMBENE,591.0,22.0,235.0
MARCO  HERRERA,426.0,20.0,205.0
JOSE CORONEL,610.0,27.0,215.0
SEBASTIAN LABELLA,541.0,21.0,230.0
RODRIGO CERNEA,511.0,18.0,235.0
SEBASTIAN  PAZ,629.0,21.0,245.0
DUSTIN SHAFER,572.0,19.0,245.0
TYLER COLBURN,630.0,21.0,245.0
MICHAEL  VOTO,597.0,24.0,225.0
ALEXANDER BRIZUELA,589.0,26.0,215.0
JONATHAN PORTER,602.0,20.0,245.0
MATT THREADGOLD,784.0,27.0,243.0
MARC-ANDRÉ  PHARAND,694.0,25.0,235.0
DAMIAN JACKSON,594.0,23.0,229.0
DANNY STERLING,546.0,22.0,225.0
ANDY PIDDINGTON,886.0,27.0,247.0
ZAC JONES,614.0,21.0,242.0
GARRETT FOSTER,659.0,26.0,225.0
ALVARO MANCILLA,421.0,23.0,165.0
CURTIS  DYER,630.0,25.0,225.0
WALTER  QUESADA MONTERO,522.0,21.0,225.0
JOHAN ALBAN,618.0,24.0,227.0
SÉBASTIEN PLASSE,419.0,16.0,220.0
RENGIIL UEKI,667.0,26.0,225.0
ANDREW PARKER,645.0,21.0,245.0
JON VIKLINETZ ,647.0,21.0,245.0
KYLE BISHOP,581.0,20.0,237.0
NELSON DELLIS,668.0,26.0,225.0
DAVE GARONZIK,412.0,18.0,205.0
PATRICK MCGANN,556.0,21.0,229.0
HENRIQUE  SANTOS ,477.0,20.0,215.0
KIRK TAYLOR,690.0,20.0,255.0
DEAN ALLEN,780.0,24.0,247.0
BRANDON COQUYT,484.0,18.0,225.0
JACOB DOEST,541.0,23.0,215.0
STEPHEN GADBERRY,603.0,19.0,245.0
FRANCISCO HURTADO,602.0,21.0,235.0
RICCARDO MONTICELLI,559.0,18.0,237.0
SAM KITAY,546.0,23.0,215.0
IAN KAPLAN,519.0,20.0,225.0
TYLER MORRIS,517.0,21.0,222.0
WADE STAFFORD,328.0,13.0,210.0
JORDAN SOETOREDJO,670.0,21.0,245.0
ANTHONY NICOLOSI,327.0,19.0,137.0
BRYCE LOCKERSON,720.0,21.0,255.0
AARON MCCOLLUM,610.0,21.0,235.0
DJ SLIVKA,373.0,27.0,245.0
MATHIEU RUEL,666.0,25.0,225.0
KYLER BOUCHER,642.0,24.0,225.0
JOSEPH PAXTON,615.0,22.0,230.0
DONALD BLANTON,912.0,25.0,250.0
TOM JOHNSEN,720.0,24.0,235.0
CHRISTOPHER  GONZALEZ,588.0,20.0,235.0
ERIC MEJIA,498.0,20.0,215.0
DEVIN VAN WIERINGEN,720.0,20.0,255.0
MICHAEL ROGERS,602.0,19.0,240.0
BRANDON ZACKON,403.0,19.0,185.0
VICTOR ELIZONDO,627.0,23.0,225.0
TOBY WILLIAMS,797.0,23.0,247.0
LUIS SANJINES,556.0,19.0,231.0
BRANDON SHELTON,703.0,19.0,255.0
DANIEL CAMPOS,542.0,19.0,227.0
RYAN BABCOCK,608.0,15.0,255.0
BRANDON ROMANOS,720.0,26.0,225.0
SETH NACK,740.0,25.0,235.0
PETER RAY,720.0,26.0,230.0
JON DANNELLEY,630.0,21.0,235.0
BENJAMIN HOWARD,547.0,22.0,215.0
ORRIE MARKFELD,495.0,17.0,225.0
TOXEY HALL,720.0,24.0,235.0
DAVID ESTRADA,587.0,20.0,232.0
JONATHAN REIN,543.0,20.0,225.0
BRUNO ZAMPIERI,569.0,21.0,225.0
CARLOS SANCHEZ,606.0,22.0,225.0
ALEX ARELLANO ,603.0,18.0,240.0
EVERETTE  SWEETING,810.0,20.0,265.0
CHRISTOPHER EICHLER,830.0,22.0,255.0
MASON MONCLA,514.0,20.0,215.0
JUAN POSADA,917.0,23.0,255.0
JEISSON GOMEZ,723.0,24.0,235.0
NICHOLAS THAYER,596.0,23.0,217.0
BYRON ALLEN,590.0,19.0,235.0
GRANT WEEDITZ,702.0,16.0,260.0
ZACHARY KADES,616.0,22.0,225.0
KYLE REIM,668.0,26.0,215.0
JOHN CORNWELL,725.0,24.0,235.0
MARTIN VILLANUEVA,454.0,15.0,216.0
JIMMY TOLLISON,688.0,20.0,245.0
GRAYSON WISE,535.0,19.0,225.0
LEWIS TANNER,492.0,17.0,220.0
JAMES HOPPER,685.0,24.0,225.0
MICHAEL DELUCIA,809.0,23.0,245.0
BRANDON  NUNEZ,620.0,20.0,235.0
MATTHEW RICCI,769.0,21.0,250.0
BRAD GULLEY,719.0,18.0,255.0
FEDERICO RAO,454.0,19.0,198.0
SHAWN DE JESUS,586.0,19.0,230.0
JOEL RICHARD,470.0,18.0,205.0
DAN DAVIES JR ,548.0,21.0,215.0
OMAR AYALA,736.0,28.0,215.0
BEN FOSTER,440.0,16.0,205.0
MARK GILLIAM,720.0,21.0,245.0
ZACH KERCHEN,816.0,19.0,265.0
JOS DANGOTT,476.0,20.0,195.0
MATTHEW EVANS,718.0,24.0,225.0
JIM MATTHEWS,609.0,21.0,225.0
WILLIAM LYMAN,688.0,23.0,225.0
HAYDEN DARK,720.0,19.0,249.12
BRENNAN JOHNSON,476.0,17.0,210.0
ANTYPAS ARVANITAKIS,539.0,15.0,232.0
MATT THOMAS,703.0,23.0,225.0
KEVIN VIDOUREK,881.0,23.0,245.0
MITCHELL TURNER,709.0,20.0,240.0
JOE PEEDEN,758.0,23.0,235.0
ISAIAH MILLER,540.0,19.0,216.0
SANTIAGO APODACA,605.0,22.0,215.0
EDUARDO COLON,814.0,24.0,235.0
NICHOLAS CROSBY,573.0,19.0,225.0
ANDREW HEIDEMAN,486.0,16.0,215.0
TYLER HORTON,710.0,21.0,235.0
AKRAM IBRAHIM,487.0,16.0,215.0
CHRISTIAN  STYLES,552.0,20.0,215.0
ZACK PIERCE,602.0,20.0,225.0
GREGG PERLMUTTER,576.0,16.0,235.0
STEVEN  RYAN,431.0,14.0,205.0
QUINTON HUGULEY,578.0,16.0,235.0
JACOBE MCCOY,763.0,25.0,225.0
DANIEL FELEPPA,643.0,23.0,215.0
STEVEN STEWART,701.0,16.0,250.0
RYAN COCCOLUTO,637.0,21.0,225.0
JOE  ROBERTO,510.0,18.0,210.0
SEBASTIAN ESTRADA,522.0,18.0,215.0
CLINT BURKETT,611.0,20.0,225.0
CALEB COOPER,606.0,14.0,245.0
TRENT CALLENDER,720.0,25.0,215.0
JOSH  HAND ,921.0,27.0,225.0
MAXIME LAURIN,494.0,13.0,225.0
TYLER VAJDA,685.0,17.0,245.0
CHRIS ALVAREZ,532.0,16.0,225.0
DUSTIN PEELE,602.0,17.0,230.0
ANTHONY  WATTS,654.0,21.0,225.0
ERWAN COPPOLA,619.0,17.0,235.0
RYAN ZIRKLE,535.0,16.0,225.0
JACKSON MASCHOFF,720.0,21.0,235.0
TYLER CHRISTIAN,537.0,16.0,225.0
CLINT BROWN,774.0,18.0,251.0
PATRICK THIESSEN,806.0,22.0,237.0
ALEJANDRO CANCINO,582.0,18.0,225.0
NIK SCHICKRAM,584.0,18.0,225.0
NICLAS WILLEMS,720.0,21.0,235.0
PHIL SMITH,628.0,18.0,230.0
ANTHONY FERRARESI,566.0,15.0,229.4
RICHARD WALBERT,340.0,35.0,195.0
IAN PRICHARD,704.0,17.0,245.0
JASON RICHARDSON,365.0,19.0,265.0
JOAN CARRASCO,560.0,22.0,198.0
PAT LANGE,524.0,17.0,215.0
REESE GILLAN,585.0,20.0,215.0
NICOLÁS CEA,780.0,23.0,231.0
ALFONSO  RUIZ,562.0,23.0,185.0
KARL ARNOLD,935.0,20.0,255.0
CHARLES DANGELO,711.0,17.0,245.0
WILBERTO ORTIZ VELEZ,720.0,22.0,225.0
DANIEL PRESTON,641.0,20.0,225.0
COLLIN ENRIGHT,720.0,20.0,237.0
LUCAS CRUZ,528.0,17.0,215.0
ELLIOT FRID,458.0,14.0,205.0
ZACK LEVERENZ,731.0,19.0,245.0
CALEB  SMITH-SHUMAN,623.0,25.0,185.0
SETH WALLACE,619.0,21.0,215.0
COLE TAYLOR,530.0,17.0,215.0
JAMES MCMAHON ,646.0,20.0,225.0
ANDREW WILLIAMS,565.0,18.0,216.0
TAYLOR JORDAN,779.0,17.0,255.0
OMAR DIAZ,531.0,17.0,215.0
BENJAMIN SIGALA,720.0,22.0,225.0
ALEXANDRE RICHARD,523.0,18.0,205.0
HAYDEN SALYER,464.0,16.0,195.0
JOSH HOLTON,720.0,18.0,245.0
ZAC DWECK,720.0,18.0,240.0
DIEGO  RIVERA ,808.0,21.0,240.0
MICHAEL LAING,598.0,19.0,220.0
KYLE WATERS,587.0,21.0,205.0
DIMITRY SHCHUPAK,720.0,20.0,235.0
NATHAN GOMEZ,592.0,21.0,207.0
AMARILDO JUNIOR,578.0,18.0,218.26
JACOB KELLER,454.0,13.0,205.0
CHRISTOPHER MCDONALD,683.0,18.0,235.0
JARED EHRLICH,526.0,14.0,225.0
TODD FERRERA,403.0,12.0,185.0
GUILLERMO CARBAJAL,668.0,22.0,215.0
RYAN KELLER,662.0,20.0,225.0
MICHAEL CHRISTOFF,662.0,17.0,235.0
CRUZ TLAPALA,401.0,11.0,185.0
AARON  MITCHELL ,720.0,17.0,245.0
RONNIE WARD,651.0,21.0,215.0
STEPHEN LEWIS,560.0,19.0,205.0
BEN NEHLS,706.0,18.0,235.0
NICK SCHWARTZENBURG ,677.0,20.0,225.0
MATT COMITE,490.0,16.0,200.0
ANDREW VIGIL,514.0,16.0,205.0
VICTOR FURQUIM,507.0,14.0,210.4
JULIAN  ARRIBAS,720.0,21.0,225.0
CHARLES BOLDEN III,718.0,18.0,235.0
GERMAN URIBE-MARRERO,709.0,15.0,245.0
RYAN CHANEY,720.0,16.0,245.0
COREY IDOL,765.0,19.0,237.0
DANNY GAJSTUT,750.0,18.0,238.0
BRIAN PAULSEN,744.0,21.0,227.0
PATRICK STEVENS,638.0,20.0,215.0
RICHARD ROBERT,671.0,21.0,215.0
PAWEL WLODARSKI,623.0,17.0,225.0
RYAN HANSEN,646.0,7.0,319.1
SIGI APODACA,597.0,16.0,225.0
VINCE-JO ZWEERS,575.0,17.0,215.0
JAKE HOLLAND,653.0,18.0,225.0
SHANE YEOMANS,654.0,18.0,225.0
MATTHEW CLEMONS,760.0,14.0,255.0
LUCAS DAILEY,565.0,18.0,205.0
NICK GREGORY,529.0,11.0,225.0
NATHAN  KING,681.0,19.0,225.0
TRAVIS KMITA,720.0,19.0,230.0
GONZALO  FLORES ,1008.0,20.0,245.0
ALFRED FOY,789.0,20.0,235.0
TODD STUART ,720.0,22.0,215.0
SERGIO ZAMUDIO,819.0,29.0,185.0
ARIEL QUIÑONEZ,670.0,16.0,231.0
TRAVIS  FRASIER ,867.0,23.0,225.0
CHRISTOPHER VOLEK,712.0,18.0,227.0
LARRY REDFORD,633.0,19.0,215.0
MICHAEL MCGAHAN,647.0,21.0,205.0
JOÃO LUCAS  AROSSI PATUSSI,636.0,19.0,215.0
DAVID SCHERBER,693.0,16.0,235.0
JORDAN ROYER,644.0,17.0,225.0
CHRISTIAN CARMONA,812.0,21.0,230.0
STEVEN  THUNANDER ,708.0,21.0,215.0
GREG POULSEN,582.0,20.0,195.0
MICHAEL FIEBELKORN,772.0,19.0,235.0
CHAD HAMMOND,589.0,21.0,185.0
NICHOLAS  D’AQUANNO,685.0,18.0,225.0
JORDE PAQUILLO,718.0,21.0,215.0
ROB NOLAN,823.0,18.0,240.0
DARRYL THORNE,760.0,18.0,235.0
DAVE GRIFFITH,459.0,9.0,195.0
RYAN  DE FREITAS,840.0,20.0,235.0
MATTHEW BOJALAD,613.0,17.0,215.0
BRANDON DOMINGUE,638.0,18.0,215.0
CARLOS ARMIJO,477.0,8.0,205.0
REUBEN JACKSON,664.0,20.0,245.0
AARON SESTRICH,720.0,19.0,225.0
WILLIAM BEST,648.0,16.0,225.0
JAMIE HIGHAM,1460.0,19.0,242.0
ZACHARY ODOM,720.0,22.0,205.0
RILEY  STURM,627.0,17.0,215.0
RONALD  HELM,753.0,20.0,225.0
JACOB SACRE,629.0,17.0,215.0
MIKE FARIAS,640.0,19.0,205.0
JOSUE GONZALEZ,616.0,18.0,205.0
JASON FLOAT,685.0,19.0,215.0
DANIEL PERREAULT ,599.0,13.0,225.0
JOHN HOSEGOOD,380.0,22.0,228.0
ALFREDO GARCIA,720.0,20.0,220.0
AJ DAVILA,707.0,15.0,230.0
MARIO CRUZ,610.0,16.0,215.0
IAN FIGUEROA,511.0,21.0,235.0
PETE GRACE,892.0,15.0,250.0
MIKE COLVIN,811.0,18.0,235.0
JOHANDER  FERNANDEZ,720.0,15.0,235.0
ERIK GONZALEZ,603.0,17.0,205.0
CARL DELISLE,674.0,12.0,235.0
LIAM TOMKINS,651.0,15.0,225.0
NATHAN WHITE,711.0,17.0,225.0
REEF WARFIELD,275.0,21.0,230.0
BRIAN HARLOW,934.0,17.0,245.0
BRIAN BLOCKER,713.0,17.0,225.0
TIM DUCAT,661.0,19.0,205.0
JOSE LUIS BERRIOS,820.0,16.0,240.0
WILLIAM MANNING,720.0,20.0,215.0
CORY COX,607.0,13.0,220.0
RUDY RAZO,720.0,15.0,235.0
GRADY SLOAN,659.0,15.0,225.0
CARL  RUSSO ,720.0,18.0,225.0
CAMERON FINCHER,671.0,19.0,205.0
BERNIE ACOSTA,740.0,20.0,217.0
LUKE SIQUEIRA,720.0,15.0,229.0
DARYL SEBESTA,678.0,19.0,205.0
VIKRAM PURI,518.0,10.0,205.0
DARRELL KENT,720.0,17.0,225.0
JONATHAN  TARDIELO,626.0,20.0,185.0
GRANT WRIGHT,565.0,14.0,205.0
CARLOS ALVAREZ,627.0,16.0,210.0
DYLAN MIDDLETON,680.0,15.0,225.0
SEBASTIAN CASTILLO PEREZ,809.0,18.0,226.0
JEONIEL  MICHEL,720.0,13.0,235.0
KYLE BORIA,709.0,16.0,225.0
ADAM MEADS,660.0,18.0,205.0
JOSHUA TILTON,572.0,14.0,205.0
MICHAEL BERGERON,754.0,18.0,225.0
JULIO SANTIL,742.0,20.0,215.0
MICO DE LA CUADRA ,510.0,12.0,185.0
ERIC  HANCOCK,688.0,15.0,225.0
JEREMIAH SHARPENSTEEN,837.0,17.0,235.0
CLAUDIO ARAMBURU,720.0,17.0,225.0
TRAVIS GAUDET,622.0,16.0,205.0
LUIS CUELLAR,638.0,15.0,215.0
FRANK SOSA,692.0,17.0,215.0
MARCUS  GLASCOE-JONES,691.0,18.0,215.0
PETER SANGER,721.0,18.0,220.0
JESUS RAIMUNDI III,813.0,16.0,235.0
LUKE WALTMAN,769.0,20.0,215.0
ALEXANDER  PENA,340.0,21.0,225.0
SHAWN AYERS,939.0,16.0,240.0
CODY SUPAN,783.0,15.0,235.0
NICK BOUMERHI,720.0,18.0,245.0
MOHAMED ANIS,577.0,15.0,195.0
MICHAEL JOHNSON,890.0,20.0,225.0
JOHNNY VIGIL,830.0,16.0,235.0
TYLER FADENRECHT,878.0,14.0,245.0
WILLIAM HEWITT,663.0,20.0,185.0
KEITH BENNETT,558.0,15.0,185.0
JONAS RAFAEL  LEFORTE DA SILVA ,642.0,16.0,205.0
CADE PEARSON,763.0,17.0,225.0
JUAN PABLO PÉREZ FORNO,640.0,14.0,215.0
URIEL  JAGUEY,545.0,14.0,185.0
FRANCIS CLOUTIER,720.0,18.0,215.0
MARC ZATKIEWICZ,762.0,19.0,215.0
EFREN  SANCHEZ,722.0,20.0,205.0
ADAM SLEDGE,673.0,17.0,205.0
LUIS VALLE,723.0,17.0,220.0
ANTHONY SKODY,773.0,18.0,220.0
JACK ZUREWICH,779.0,17.0,225.0
RICK AGUILAR,795.0,15.0,230.0
DAVID REINER,782.0,14.0,235.0
PHILLIP  FRAZER,724.0,18.0,215.0
BRYAN ROBINSON,526.0,11.0,185.0
JOSHUA WEAVER,613.0,14.0,205.0
JACOB AUGE,720.0,19.0,206.0
RICARDO GARCIA MORALES,709.0,16.0,215.0
EMMANUEL DELEON,636.0,15.0,205.0
LUKE ANDREW,541.0,10.0,195.0
JOSH ALLEN,785.0,22.0,195.0
NICK MAGNINI,554.0,13.0,185.0
JOHN  POZO,626.0,14.0,205.0
MATTHEW BASSUENER,877.0,16.0,231.0
RAMIRO  CANDELA,858.0,18.0,225.0
NEIL PARRISH,918.0,19.0,225.0
MATTHEW ERWIN,668.0,14.0,215.0
MATTHEW WHITTOCK,578.0,13.0,195.0
CARLOS DIAZ,692.0,15.0,215.0
J.J. LUTE,976.0,21.0,215.0
BOWEN GUTKNECHT,666.0,10.0,225.0
KEVIN BENNETT,653.0,15.0,205.0
COREY THOMAS,818.0,17.0,225.0
WILLIAM BETTA,823.0,17.0,225.0
NATHANIEL SMITH,602.0,13.0,202.0
THERON FARRO,691.0,18.0,196.0
SEAN BALABAN,735.0,15.0,225.0
MIKE SHEPTUK,576.0,12.0,195.0
MICHAEL GARCIA,547.0,8.0,195.0
DAVID LEIFELS,720.0,15.0,216.0
BRIAN SMITH,745.0,15.0,225.0
NICK EVANS,745.0,15.0,225.0
SIMON TAM,599.0,12.0,202.0
JARED KING,720.0,17.0,205.0
ERIC BEAVERS,643.0,14.0,205.0
EJ ORTIZ,885.0,23.0,195.0
BRADY O'NEILL,718.0,15.0,215.0
WILLIAM ABRESKY,816.0,20.0,207.0
AARON CROUCH,720.0,17.0,205.0
JUSTIN DREZNER,720.0,14.0,225.0
ARTUR SAHPAZOV,634.0,15.0,195.0
NICK PEARSON,720.0,13.0,225.0
A.B. WINT,724.0,15.0,216.0
KRIS BELKEN,879.0,21.0,205.0
RYAN BLACK,527.0,8.0,175.0
JUSTIN KOUNS,617.0,14.0,195.0
ANTHONY PAGANO,717.0,18.0,195.0
DEVIN SARNO,658.0,14.0,205.0
RAFAEL CAÑIZALEZ,712.0,16.0,205.0
RYAN  FORGOTCH ,818.0,16.0,225.0
COOPER BESOUGLOFF,713.0,16.0,205.0
EDWIN BURGOS VELÁZQUEZ ,574.0,12.0,185.0
SPENCER KLEW,817.0,18.0,215.0
GREG MILES,601.0,14.0,185.0
WILLIAM ORTEGA,634.0,14.0,198.0
JACOPO CARELLA,716.0,14.0,215.0
FRANCISCO RIOS,720.0,17.0,205.0
PEDRO SANTIAGO BENEJAM,580.0,11.0,187.39
EDDIE RICHTER,741.0,16.0,215.0
JOSH MAXWELL ,819.0,19.0,207.0
JEREMEY  TATE,704.0,13.0,215.0
JULIO MACIAS,669.0,17.0,185.0
SHAYNE SUMMERS,772.0,15.0,217.0
JUSTIN SMITH,822.0,21.0,195.0
JEREMY GRIFFIN,743.0,13.0,225.0
BRAD WILLIAMS,588.0,10.0,190.0
SKYLER LAMB,744.0,17.0,205.0
JEISON BANOS,723.0,12.0,225.0
DANIEL BEARS,874.0,18.0,215.0
CHRIS CASTALDO,881.0,17.0,220.0
JUAN CARLOS  ALVAREZ GARCIA,612.0,11.0,195.0
THOMAS WINOWIECKI,720.0,14.0,215.0
GRANT SHYMSKE,614.0,8.0,205.0
ERIC LEE,661.0,12.0,205.0
MIKE SITOSKI,829.0,17.0,215.0
KEITH WHITMORE,562.0,7.0,185.0
JOHN FITZGERALD,650.0,11.0,205.0
DANNY PEREZ ,626.0,13.0,186.0
AHMAED CEPHUS,764.0,17.0,205.0
CODY ALLEN,720.0,17.0,195.0
CHRIS GIUSTINA,810.0,18.0,205.0
AUSTIN HROSSOWYC,720.0,15.0,205.0
BRAD  BEARD,847.0,16.0,217.0
CLINT ATMOSOERODJO ,770.0,16.0,210.0
MALEK BROURI,688.0,15.0,195.0
EDUARDO CALVACHI,867.0,16.0,220.0
JORGE VILLALI,932.0,16.0,225.0
MICHAEL ROBERTSON,572.0,8.0,182.0
JUAN GARCIA,648.0,14.0,185.0
NIC QUESNEL ,567.0,5.0,185.0
JOSE MIGUEL  RODRIGUEZ,833.0,20.0,195.0
CHRIS AISHFORD,635.0,13.0,185.0
CLAYTON  WILLIAMS,667.0,15.0,185.0
MIKE LEVINE,425.0,24.0,155.0
SETH JOHSNON,843.0,18.0,205.0
NICHOLAS KANIARIS,682.0,14.0,195.0
JARED GOLUB,695.0,12.0,205.0
ALFONSO MENESES,632.0,10.0,195.0
CHRISTIAN SCHWEERS,831.0,17.0,209.0
GREGORY DEPASQUALE,542.0,32.0,185.0
WALTER MENENDEZ,755.0,17.0,200.0
DIPO AKINDEKO,800.0,15.0,215.0
JP RUIZ,863.0,14.0,225.0
